date,close,lower,middle,upper
2010-09-06,258.77,236.92,248.94,260.96
2010-09-07,257.81,237.12,248.86,260.61
2010-09-08,262.92,236.18,249.50,262.82
2010-09-09,263.07,235.44,250.06,264.68
2010-09-09,263.41,235.00,250.78,266.56
2010-09-12,267.04,234.47,251.75,269.03
2010-09-13,268.06,233.80,252.55,271.31
2010-09-14,270.22,233.05,253.41,273.77
2010-09-15,276.57,232.00,254.75,277.49
2010-09-16,275.37,231.65,256.03,280.41
2010-09-19,283.23,231.20,257.90,284.61
2010-09-20,283.77,232.42,260.09,287.77
2010-09-21,287.75,233.30,262.34,291.38
2010-09-22,288.92,235.36,264.77,294.18
2010-09-23,292.32,237.56,267.30,297.05
2010-09-26,291.16,240.58,269.74,298.89
2010-09-27,286.86,244.68,271.93,299.17
2010-09-28,287.37,247.71,273.78,299.85
2010-09-29,283.75,251.03,275.36,299.69
2010-10-01,282.52,253.33,276.54,299.76
2010-10-04,278.64,255.88,277.54,299.20
2010-10-05,288.94,258.99,279.09,299.20
2010-10-06,289.19,261.34,280.41,299.47
2010-10-07,289.22,264.13,281.72,299.30
2010-10-08,294.07,267.09,283.25,299.41
2010-10-10,295.36,269.56,284.66,299.77
2010-10-11,298.54,272.02,286.19,300.36
2010-10-12,300.14,274.31,287.68,301.05
2010-10-13,302.31,275.16,288.97,302.78
2010-10-14,314.74,274.35,290.94,307.53
2010-10-17,318.00,272.57,292.68,312.78
2010-10-18,309.49,272.99,293.96,314.94
2010-10-19,310.53,273.10,295.10,317.11
2010-10-20,309.52,273.43,296.13,318.84
2010-10-21,307.47,273.72,296.89,320.07
2010-10-24,308.84,274.18,297.77,321.37
2010-10-25,308.05,275.40,298.83,322.27
2010-10-26,307.83,276.74,299.86,322.97
2010-10-27,305.24,279.00,300.93,322.86
2010-10-28,300.98,281.71,301.85,322.00
2010-11-01,304.18,286.20,303.13,320.07
2010-11-02,309.36,288.40,304.15,319.91
2010-11-03,312.80,290.81,305.33,319.86
2010-11-04,318.27,293.27,306.79,320.30
2010-11-05,317.13,295.08,307.94,320.80
2010-11-08,318.62,296.84,309.10,321.37
2010-11-09,316.08,298.40,309.98,321.55
2010-11-09,318.03,299.74,310.87,322.00
2010-11-10,316.66,300.95,311.59,322.24
2010-11-11,308.03,300.60,311.26,321.91
2010-11-14,307.04,300.40,310.71,321.02
2010-11-15,301.59,299.23,310.31,321.40
2010-11-16,300.50,297.89,309.81,321.73
2010-11-17,308.43,297.82,309.76,321.69
2010-11-18,306.73,297.75,309.72,321.69
2010-11-21,313.36,297.88,309.95,322.02
2010-11-22,308.73,297.93,309.98,322.03
2010-11-23,314.80,298.14,310.33,322.52
2010-11-25,315.00,298.70,310.82,322.93
2010-11-28,316.87,300.14,311.61,323.08
2010-11-29,311.15,301.03,311.96,322.89
2010-12-01,316.40,301.28,312.31,323.34
2010-12-02,318.15,301.25,312.58,323.91
2010-12-03,317.44,301.29,312.54,323.79
2010-12-06,320.15,301.10,312.69,324.27
2010-12-07,318.21,301.12,312.67,324.21
2010-12-08,321.01,300.86,312.91,324.96
2010-12-09,319.76,300.77,313.00,325.23
2010-12-09,320.56,300.60,313.20,325.79
2010-12-12,321.67,300.99,313.88,326.77
2010-12-13,320.29,301.77,314.54,327.31
2010-12-14,320.36,304.02,315.48,326.93
2010-12-15,321.25,307.22,316.52,325.81
2010-12-16,320.61,308.49,317.12,325.76
2010-12-19,322.21,310.50,317.90,325.30
2010-12-20,324.20,310.85,318.44,326.03
2010-12-21,325.16,312.60,319.26,325.93
2010-12-22,323.60,313.12,319.70,326.29
2010-12-26,324.68,313.63,320.19,326.74
2010-12-27,325.47,313.86,320.62,327.38
2010-12-28,325.29,315.91,321.32,326.74
2010-12-29,323.66,316.70,321.69,326.67
2010-12-30,322.56,317.20,321.91,326.61
2011-01-03,329.57,317.15,322.51,327.88
2011-01-04,331.29,316.55,323.07,329.59
2011-01-05,334.00,316.11,323.86,331.61
2011-01-06,333.73,315.71,324.50,333.28
2011-01-07,336.12,315.41,325.31,335.22
2011-01-09,342.46,314.16,326.41,338.66
2011-01-10,341.64,313.62,327.41,341.19
2011-01-11,344.42,313.31,328.61,343.92
2011-01-12,345.68,313.31,329.88,346.45
2011-01-13,348.48,313.25,331.24,349.23
2011-01-17,340.65,314.51,332.24,349.97
2011-01-18,338.84,315.77,333.07,350.38
2011-01-19,332.68,316.70,333.50,350.30
2011-01-20,326.72,316.93,333.58,350.22
2011-01-23,337.45,318.23,334.27,350.31
2011-01-24,341.40,319.43,335.11,350.78
2011-01-25,343.85,320.57,336.02,351.47
2011-01-26,343.21,322.02,336.92,351.82
2011-01-27,336.10,324.00,337.54,351.09
2011-01-30,339.32,326.81,338.38,349.95
2011-02-01,345.03,328.00,339.15,350.30
2011-02-02,344.32,329.07,339.80,350.54
2011-02-03,343.44,329.79,340.28,350.76
2011-02-04,346.50,330.56,340.92,351.27
2011-02-07,351.88,330.52,341.70,352.89
2011-02-08,355.20,329.62,342.34,355.06
2011-02-09,358.16,328.63,343.17,357.71
2011-02-09,354.54,328.27,343.67,359.07
2011-02-10,356.85,327.75,344.23,360.71
2011-02-13,359.18,327.06,344.77,362.48
2011-02-14,359.90,326.90,345.73,364.55
2011-02-15,363.13,326.89,346.94,366.99
2011-02-16,358.30,328.75,348.22,367.70
2011-02-17,350.56,332.77,349.42,366.07
2011-02-21,338.61,332.99,349.47,365.95
2011-02-22,342.62,333.17,349.53,365.90
2011-02-23,342.88,333.05,349.49,365.93
2011-02-24,348.16,333.54,349.73,365.92
2011-02-27,353.21,335.68,350.59,365.50
2011-03-01,349.31,337.13,351.09,365.05
2011-03-02,352.12,337.77,351.44,365.12
2011-03-03,359.56,338.51,352.21,365.91
2011-03-04,360.00,339.56,353.03,366.50
2011-03-07,355.36,340.33,353.48,366.62
2011-03-08,355.76,340.51,353.67,366.83
2011-03-09,352.47,340.39,353.53,366.68
2011-03-09,346.67,339.66,352.96,366.26
2011-03-10,351.99,339.55,352.83,366.12
2011-03-13,353.56,339.51,352.67,365.82
2011-03-14,345.43,338.82,351.98,365.14
2011-03-15,330.01,334.60,350.49,366.37
2011-03-16,334.64,332.85,349.06,365.27
2011-03-17,330.67,330.13,347.68,365.23
2011-03-20,339.30,329.23,347.12,365.00
2011-03-21,341.20,329.59,347.25,364.91
2011-03-22,339.19,329.16,347.07,364.99
2011-03-23,344.97,329.34,347.18,365.01
2011-03-24,351.54,329.41,347.35,365.29
2011-03-27,350.44,329.42,347.21,365.00
2011-03-28,350.96,329.45,347.29,365.14
2011-03-29,348.63,329.40,347.12,364.83
2011-03-30,348.51,329.82,346.56,363.31
2011-04-01,344.56,330.28,345.79,361.31
2011-04-04,341.19,330.13,345.08,360.04
2011-04-05,338.89,329.93,344.24,358.55
2011-04-06,338.04,329.50,343.52,357.54
2011-04-07,338.08,328.95,343.09,357.23
2011-04-08,335.06,328.33,342.24,356.16
2011-04-10,330.80,327.36,341.11,354.85
2011-04-11,332.40,326.34,340.45,354.56
2011-04-12,336.13,327.36,340.76,354.16
2011-04-13,332.42,327.00,340.65,354.30
2011-04-14,327.46,326.28,340.49,354.70
2011-04-17,331.85,325.39,340.12,354.84
2011-04-18,337.86,325.20,339.95,354.70
2011-04-19,342.41,325.33,340.11,354.89
2011-04-20,350.70,325.01,340.40,355.78
2011-04-24,353.01,324.85,340.47,356.09
2011-04-25,350.42,324.85,340.47,356.09
2011-04-26,350.15,324.92,340.43,355.94
2011-04-27,346.75,325.01,340.33,355.66
2011-04-28,350.13,324.89,340.42,355.94
2011-05-02,346.28,324.86,340.50,356.14
2011-05-03,348.20,324.84,340.85,356.86
2011-05-04,349.57,324.94,341.39,357.83
2011-05-05,346.75,325.29,341.82,358.35
2011-05-06,346.66,325.68,342.25,358.82
2011-05-09,347.60,326.51,342.88,359.25
2011-05-09,349.45,328.23,343.81,359.39
2011-05-10,347.23,329.87,344.55,359.23
2011-05-11,346.57,330.92,345.07,359.22
2011-05-12,340.50,332.43,345.48,358.52
2011-05-15,333.30,334.25,345.77,357.29
2011-05-16,336.14,335.44,345.98,356.53
2011-05-17,339.87,335.83,346.08,356.34
2011-05-18,340.53,335.56,345.99,356.42
2011-05-19,335.22,333.99,345.22,356.44
2011-05-22,334.40,332.70,344.29,355.87
2011-05-23,332.19,330.98,343.37,355.77
2011-05-24,336.78,330.41,342.71,355.00
2011-05-25,335.00,329.52,342.12,354.72
2011-05-26,337.41,329.31,341.48,353.66
2011-05-30,347.83,329.24,341.56,353.88
2011-06-01,345.51,329.35,341.43,353.50
2011-06-02,346.10,329.58,341.25,352.93
2011-06-03,343.44,329.65,341.09,352.53
2011-06-06,338.04,329.45,340.66,351.86
2011-06-07,332.04,328.55,339.88,351.21
2011-06-08,332.24,328.14,339.02,349.89
2011-06-09,331.49,327.58,338.23,348.88
2011-06-09,325.90,325.96,337.20,348.43
2011-06-12,326.60,324.44,336.50,348.57
2011-06-13,332.44,324.34,336.46,348.58
2011-06-14,326.75,323.11,335.99,348.86
2011-06-15,325.16,321.65,335.25,348.86
2011-06-16,320.26,319.33,334.24,349.15
2011-06-19,315.32,316.12,333.24,350.37
2011-06-20,325.30,315.32,332.79,350.26
2011-06-21,322.61,314.25,332.31,350.37
2011-06-22,331.23,314.10,332.03,349.97
2011-06-23,326.35,313.55,331.60,349.65
2011-06-26,332.04,313.48,331.33,349.18
2011-06-27,335.26,314.49,330.70,346.92
2011-06-28,334.04,315.38,330.13,344.88
2011-06-29,335.67,316.60,329.61,342.62
2011-07-01,343.26,316.63,329.60,342.57
2011-07-05,349.43,314.85,330.17,345.49
2011-07-06,351.76,313.05,331.16,349.27
2011-07-07,357.20,310.86,332.40,353.94
2011-07-08,359.71,309.07,333.81,358.56
2011-07-10,354.00,309.21,335.22,361.23
2011-07-11,353.75,309.64,336.58,363.51
2011-07-12,358.02,309.36,337.86,366.35
2011-07-13,357.77,310.09,339.41,368.72
2011-07-14,364.92,310.79,341.39,372.00
2011-07-17,373.80,311.92,344.07,376.22
2011-07-18,376.85,314.81,347.15,379.49
2011-07-19,386.90,315.04,350.23,385.42
2011-07-20,387.29,317.09,353.46,389.83
2011-07-21,393.30,317.68,356.57,395.46
2011-07-24,398.50,319.73,360.17,400.62
2011-07-25,403.41,321.21,363.74,406.27
2011-07-26,392.59,324.43,366.61,408.78
2011-07-27,391.82,328.83,369.50,410.17
2011-07-28,390.48,333.84,372.24,410.63
2011-08-01,396.75,337.58,374.91,412.25
2011-08-02,388.91,341.08,376.89,412.69
2011-08-03,392.57,344.53,378.93,413.33
2011-08-04,377.37,347.07,379.94,412.80
2011-08-05,373.62,349.00,380.63,412.26
2011-08-08,353.21,348.82,380.59,412.36
2011-08-09,374.01,352.24,381.60,410.97
2011-08-09,363.69,353.38,381.89,410.39
2011-08-10,373.70,356.20,382.68,409.17
2011-08-11,376.99,357.98,383.29,408.59
2011-08-14,383.41,358.86,383.77,408.68
2011-08-15,380.48,359.20,383.95,408.70
2011-08-16,380.44,358.87,383.63,408.38
2011-08-17,366.05,356.67,382.56,408.46
2011-08-18,356.03,352.78,380.70,408.62
2011-08-21,356.44,349.99,378.60,407.20
2011-08-22,373.60,350.94,377.11,403.27
2011-08-23,376.18,351.16,376.29,401.42
2011-08-24,373.72,351.33,375.38,399.44
2011-08-25,383.58,351.71,375.04,398.37
2011-08-28,389.97,352.53,374.70,396.87
2011-08-29,389.99,352.43,374.75,397.07
2011-08-30,384.83,353.10,374.37,395.63
2011-09-01,381.03,353.11,374.55,395.98
2011-09-02,374.05,353.14,374.57,396.00
2011-09-06,379.74,356.88,375.90,394.91
2011-09-07,383.93,357.07,376.39,395.71
2011-09-08,384.14,358.77,377.41,396.06
2011-09-09,377.48,359.04,377.60,396.16
2011-09-11,379.94,359.16,377.75,396.34
2011-09-12,384.62,359.14,377.81,396.48
2011-09-13,389.30,358.91,378.25,397.59
2011-09-14,392.96,358.46,378.88,399.30
2011-09-15,400.50,358.96,380.60,402.24
2011-09-18,411.63,360.77,383.38,405.99
2011-09-19,413.45,363.55,386.23,408.92
2011-09-20,412.14,363.53,388.16,412.79
2011-09-21,401.82,364.77,389.44,414.12
2011-09-22,404.30,366.61,390.97,415.33
2011-09-25,403.17,367.27,391.95,416.63
2011-09-26,399.26,367.54,392.41,417.29
2011-09-27,397.01,367.84,392.76,417.69
2011-09-28,390.57,368.38,393.05,417.73
2011-09-29,381.32,368.42,393.07,417.71
2011-10-03,374.60,368.54,393.09,417.65
2011-10-04,372.50,367.15,392.73,418.31
2011-10-05,378.25,366.34,392.45,418.56
2011-10-06,377.37,365.38,392.11,418.84
2011-10-07,369.80,363.91,391.73,419.54
2011-10-09,388.81,364.87,392.17,419.47
2011-10-10,400.29,365.66,392.95,420.24
2011-10-11,402.19,366.06,393.60,421.13
2011-10-12,408.43,366.05,394.37,422.69
2011-10-13,422.00,364.63,395.45,426.26
2011-10-16,419.99,363.91,395.86,427.81
2011-10-17,422.24,363.12,396.30,429.49
2011-10-18,398.62,363.26,395.63,428.00
2011-10-19,395.31,363.06,395.30,427.54
2011-10-20,392.87,362.76,394.73,426.70
2011-10-23,405.77,362.73,394.86,426.99
2011-10-24,397.77,362.69,394.79,426.88
2011-10-25,400.60,362.77,394.96,427.16
2011-10-26,404.69,363.27,395.67,428.07
2011-10-27,404.95,364.93,396.85,428.77
2011-10-30,404.78,368.06,398.36,428.66
2011-11-01,396.51,371.77,399.56,427.35
2011-11-02,397.41,374.57,400.52,426.47
2011-11-03,403.07,378.24,401.80,425.37
2011-11-04,400.24,385.15,403.33,421.50
2011-11-07,399.73,386.92,403.87,420.83
2011-11-08,406.23,387.27,404.17,421.07
2011-11-09,395.28,386.48,403.82,421.17
2011-11-09,385.22,383.60,402.66,421.73
2011-11-10,384.62,382.39,400.79,419.20
2011-11-13,379.26,380.28,398.76,417.23
2011-11-14,388.83,381.78,397.09,412.39
2011-11-15,384.77,380.16,396.40,412.63
2011-11-16,377.41,377.17,395.50,413.83
2011-11-17,374.94,374.11,394.60,415.10
2011-11-20,369.01,370.02,392.77,415.51
2011-11-21,376.51,367.97,391.70,415.43
2011-11-22,366.99,364.27,390.02,415.77
2011-11-24,363.57,360.63,387.97,415.30
2011-11-27,376.12,359.93,386.52,413.12
2011-11-28,373.20,359.17,384.95,410.72
2011-11-29,382.20,359.02,384.23,409.44
2011-12-01,387.93,359.25,383.76,408.27
2011-12-02,389.70,360.11,383.09,406.06
2011-12-05,393.01,360.68,382.73,404.77
2011-12-06,390.95,361.34,382.29,403.23
2011-12-07,389.09,363.41,381.43,399.45
2011-12-08,390.66,363.82,381.20,398.58
2011-12-09,393.62,363.45,381.62,399.79
2011-12-11,391.84,363.28,381.98,400.68
2011-12-12,388.81,363.56,382.46,401.35
2011-12-13,380.19,363.35,382.03,400.70
2011-12-14,378.94,363.06,381.73,400.41
2011-12-15,381.02,363.34,381.91,400.49
2011-12-18,382.21,364.00,382.28,400.56
2011-12-19,395.95,365.49,383.63,401.76
2011-12-20,396.44,365.95,384.62,403.29
2011-12-21,398.55,368.50,386.20,403.90
2011-12-22,403.43,372.34,388.19,404.05
2011-12-26,406.53,372.93,389.71,406.50
2011-12-27,402.64,375.36,391.19,407.01
2011-12-28,405.12,375.94,392.33,408.73
2011-12-29,405.00,376.00,393.18,410.37
2012-01-03,411.23,375.38,394.26,413.14
2012-01-04,413.44,374.56,395.28,416.00
2012-01-05,418.03,373.69,396.64,419.58
2012-01-06,422.40,372.95,398.30,423.65
2012-01-09,421.73,372.73,399.86,426.98
2012-01-09,423.24,372.47,401.34,430.20
2012-01-10,422.55,372.89,402.87,432.86
2012-01-11,421.39,374.19,404.50,434.81
2012-01-12,419.81,377.73,406.48,435.24
2012-01-16,424.70,382.03,408.77,435.51
2012-01-17,429.11,386.36,411.17,435.99
2012-01-18,427.75,391.66,413.45,435.25
2012-01-19,420.30,394.32,414.67,435.02
2012-01-22,427.41,397.03,416.22,435.41
2012-01-23,420.41,399.95,417.31,434.67
2012-01-24,446.66,398.92,419.47,440.02
2012-01-25,444.63,398.90,421.38,443.85
2012-01-26,447.28,400.13,423.61,447.09
2012-01-29,453.01,400.76,426.00,451.25
2012-01-30,456.48,401.89,428.58,455.26
2012-02-01,456.19,402.76,430.83,458.90
2012-02-02,455.12,404.10,432.91,461.72
2012-02-03,459.68,404.72,434.99,465.26
2012-02-06,463.97,404.80,437.07,469.34
2012-02-07,468.83,405.06,439.43,473.79
2012-02-08,476.68,404.84,442.10,479.35
2012-02-09,493.17,403.15,445.63,488.10
2012-02-09,493.42,403.33,449.23,495.13
2012-02-12,502.60,403.85,453.37,502.89
2012-02-13,509.46,404.08,457.61,511.14
2012-02-14,497.67,406.42,461.04,515.65
2012-02-15,502.21,409.55,464.76,519.97
2012-02-16,502.12,415.41,468.85,522.29
2012-02-20,514.85,419.75,473.22,526.69
2012-02-21,513.04,427.70,477.85,528.01
2012-02-22,516.39,430.63,481.34,532.05
2012-02-23,522.41,434.44,485.23,536.02
2012-02-26,525.76,438.58,489.15,539.72
2012-02-27,535.41,441.68,493.27,544.86
2012-02-28,542.44,444.58,497.57,550.56
2012-03-01,544.47,448.81,501.98,555.16
2012-03-02,545.18,454.79,506.49,558.19
2012-03-05,533.16,462.15,510.16,558.17
2012-03-06,530.26,469.95,513.48,557.00
2012-03-07,530.69,477.88,516.57,555.26
2012-03-08,541.99,484.44,519.83,555.23
2012-03-09,545.17,487.65,522.43,557.22
2012-03-11,552.00,491.00,525.36,559.72
2012-03-12,568.10,491.08,528.64,566.20
2012-03-13,589.58,487.39,532.64,577.90
2012-03-14,585.56,489.10,537.04,584.98
2012-03-15,585.57,491.55,541.21,590.86
2012-03-18,601.10,493.28,546.16,599.03
2012-03-19,605.96,493.66,550.71,607.77
2012-03-20,602.50,496.56,555.18,613.81
2012-03-21,599.34,500.53,559.33,618.14
2012-03-22,596.05,504.72,563.01,621.30
2012-03-25,606.98,508.40,567.08,625.75
2012-03-26,614.48,510.70,571.03,631.36
2012-03-27,617.62,512.62,574.79,636.95
2012-03-28,609.86,515.73,578.06,640.39
2012-03-29,599.55,519.75,580.78,641.80
2012-04-02,618.63,526.13,585.05,643.97
2012-04-03,629.32,533.89,590.00,646.11
2012-04-04,624.31,544.05,594.68,645.31
2012-04-05,633.68,552.25,599.27,646.28
2012-04-09,636.23,561.46,603.82,646.19
2012-04-09,628.44,571.65,607.64,643.64
2012-04-10,626.20,578.87,610.55,642.22
2012-04-11,622.77,581.70,612.21,642.71
2012-04-12,605.23,585.13,613.19,641.25
2012-04-15,580.13,583.65,612.92,642.18
2012-04-16,609.70,584.57,613.35,642.13
2012-04-17,608.34,584.80,613.47,642.14
2012-04-18,587.44,582.10,612.71,643.33
2012-04-19,572.98,576.40,611.40,646.39
2012-04-22,571.70,571.44,610.18,648.91
2012-04-23,560.28,563.13,607.84,652.56
2012-04-24,610.00,563.00,607.62,652.24
2012-04-25,607.70,562.75,607.12,651.50
2012-04-26,603.00,562.39,606.78,651.17
2012-04-29,583.98,560.55,606.00,651.46
2012-05-01,582.13,557.93,604.18,650.42